review,rating,label
mantap terbaik,5,positif
"terimakasih kak, aplikasinya sangat memudahkan saya untuk membeli tiket kereta api. dan terimakasih kadang saat diskon yang lumayan banyak😁🙏🏼",5,positif
"kenapa KAI ACCESS saya tidak bisa di buka, saya coba terus sampai siang tetap tidak bisa di buka, saya coba pesan lewat hape teman tidak ada kendala apa2, bagaimana cara memperbaiki nya? sedangkan saya ada tiket yang belum saya gunakan di dalamnya",5,positif
"Mohon perbaikilah dalam sistem RailFoodnya. saya sudah berkali-kali naik KAI berbagai macam jenisss kereta api. Tapi hanya untuk memesan makanan sajaa selalu lebih dari 40 menitt, Whyy??? tidak ada notifikasi atau bagaiamana? . mohon diperbaiki dengan segera bagian RailFoodnya, untuk yang lain Overall Good 💯 tidak ada masalah. Come on kita bayar lho inii terimakasih dan maaf",1,negatif
mantap,4,positif
tingkatkan terus kualitas perkeretaapian,5,positif
"sangat memudahkan sekali, topp KAI 👍",5,positif
sangat membantu untuk perjalanan saya,5,positif
"terimakasih kai, atas segala pelayanan nya semoga semakin di tingkatkan lagi untuk pelayanan & fasilitas bagi masyarakat luas",5,positif
mantap access mudah,5,positif
kenapa sulit di buka ya aplikasi nya sekarang,1,negatif
sangat membantu . terima kasih,5,positif
mantap,5,positif
bagus,5,positif
"ini nge crush mulu, hp gw yg bermasalah atau emang aplikasinya sih yaa hiks. sebelumnya mulus mulus aja. sekarang nge crush trus, ga bisa dibuka, erorr. tolong diperbaiki dong, device samsung A50S",1,negatif
sangat efisien,4,positif
apk selalu forceclose gatau kenapa,3,netral
Sekelas BUMN Refund 1 Minggu Lebih Tidak Ada Update...Apakah Tidak Mempunyai Sumber Daya Yang Mumpuni.....Malu Sama Market Place Refund Cuma 1 X 24 Jam,5,positif
lancar,5,positif
kenapa jadi gak bisa kebuka??,1,negatif
susah diakses,1,negatif
"mau nyoba daftar masuk di apl nya kok gak bisa"" ya, udah pakai nomor telpon dan email ttep gak biasa",3,netral
sempurna,5,positif
aplikasinya tidak bisa di download di gadget saya,1,negatif
kai mantap,5,positif
"ini gimana ya?? , saya udah coba login berkali kali pake kode otp tetep ga masuk, ada kendala apasih di aplikasi ini?",2,negatif
bagus,5,positif
KAI oke banget,5,positif
aplikasi yg memudahkan sekali utk memesan tiket dan lebih banyakin l agi pilihan promo2 nya,5,positif
saat ini aplikasi nya tidak bisa di buka,3,netral
"kenapa gak bisa daftar atau buat akun? aku sibuk bulak-balik unisnstal ini apk. dulu gak gini, aman aja kok",1,negatif
sangat membantu,4,positif
"Penggunaannya sih mudah, tapi aplikasinya kurang stabil, saya rasa kalo di pake di hape yg device nya low bakalan keteteran sih, soalnya lemot banget buat buka tutup menu nya. Tolong KAI lebih di optimalkan aplikasinya supaya lebih ringan, thanks",4,positif
memuaskan,5,positif
Mantap,5,positif
layanan bagus,4,positif
tolong untuk topup bisa lewat indomaret jangan lewat alfamaret saja sayang lewat alfa sering eror kata pegawe alfa tolong diperbaiki,4,positif
perjalanan lebih nyaman,5,positif
"kenapa ini,habis beli tiket kok aplikasi tidak bisa dibuka? padahal sudah dpt email transaksi berhasil. mau cek diaplikasi tidak bisa dibuka!!!! 04122025",2,negatif
aplikasinya memudahkan,5,positif
kenapa kai acses susah banget dibuka app nya pdhl ada pesanan,1,negatif
"kenapa ya kok aplikasinya ga bisa dibuka, di awal aja bisa dibuka",3,netral
kemarin saya download dn kehapus. saya download lg malah gk bisa aneh,1,negatif
kenapa aplk ini tidak bisa di buka?,4,positif
"saya beli tiket udah dapet pas giliran mau berangkat kai acses ga bisa d buka kan panik, tolong dong perbaiki",3,netral
Tolong diperbaiki peraturannya dan diperjelas sejelas jelasnya. Saya pesan tiket kereta dijadwal sampai surabaya gubeng jam 14.25 tapi kereta baru berangkat dari stasiun waru jam 15.00 Sedangkan tiket saya selanjutnya jam 14.57. akhirnya kereta sudah selanjutnya sudah berangkat. tidak ada pertanggung jawaban dari KAInya dan ini sangat merugikan saya. bukan hanya saya tapi ada juga penumpang lain yg mengalami kejadian yg sama hari ini! minta tolong diperjelas dan kebijakannya. terimakasih,1,negatif
sangat membantu,5,positif
praktis tanpa ribet,5,positif
mantap,5,positif
"kok mau buka aplikasi nutup sendiri terus gimana ini? penting banget mau pesan kereta malah gini. sebelumnya tiap minggu aman2 aja giliran ini kok susah, sudah tak uninstal dan instal lagi tetep gak bisa. gimana donk",1,negatif
error jir gabisa dibuka,1,negatif
Sangat membantu sekali Access by KAI... Sempurna kan lagi aplikasi biar Lebih baik..,5,positif
oke,5,positif
mantap,5,positif
kenapa aplikasinya tidak bisa dibuka ya?,4,positif
Kenapa saya coba masuk ke kai acsses terhenti terus,5,positif
baik,5,positif
"tolong dong ini saya mau daftar jadi member basicc kaga bisa bisa, padahal udh dii isi bener tolong dong udh berapa kali daftar member basiic bacaan nya login dr gmail gada yg masuk ke Gmail... tolong dong diperbaiki lagi sistem nya",4,positif
Access by KAI lebih mudah dn cepat,5,positif
mantap,5,positif
sangat membantu mencari alternatif perjalanan,5,positif
tiket kereta api sy kenapa ya ga bisa d pesan tiket jadwalnya ga keluar,5,positif
sering bermasalah,2,negatif
Kenapa error padahal kami sedang di perjalanan,5,positif
"masih banyak yg harus di perbaiki soal cara pembayaran, banyak gagal di pas pembayaran udah coba pake e wallet atau yang lain ttp gabisa",1,negatif
okok,5,positif
"sukaaa jd ga ribet buat pesen tiket, sekalipun mau di batalin 🥺",5,positif
paling nyaman dan aman naik kereta api pelayanan sangat bagus,5,positif
"sebenernya udah bagus sih, cuma tolong dong lebih ditingkatkan di bagian metode pembayaran. tambahin kartu bank lain, ak ga pakek Mandiri dan ga semua orang pakek Mandiri juga kan? e-wallet nya juga, tambahin Dana/Gopay. semoga masukannya diterima ya",4,positif
Bagus,5,positif
jgn sering di update aplikasinya krn banyak orang HP nya yg versi lebih kecil...krn sering di update aplikasinua sayaaa jd beli HP baru...itu sangat menyebalkan...makasih KAI,5,positif
top,5,positif
naik kereta api itu menyenangkan,5,positif
"Permisi kai, sedikit masukan untuk menambahkan fitur transfer bank juga, barangkali saldo di kaipay, mau di pakai, untuk keperluan lain, jadi mohon menambahkan fitur tambahan transaksi transfer. selain isi pulsa, dan pln.",5,positif
Mudah.,5,positif
transaksi gagal tapi uang nya enggak balik gimana sih kai acces,1,negatif
good joob.,5,positif
berhasil,5,positif
good job,5,positif
aplikasi ribet,3,netral
aplikasi yang memudahkan,5,positif
Apa Sekelas Kereta Eks. Wijaya Kusuma gak ada Musholanya ?,1,negatif
sering force close.,3,netral
baru buka langsung crash gimana jni,1,negatif
sangat membantu,5,positif
"APK nya sering error, gatau kenpa pas buka apk sering keluar"" sendiri. tolong perbaiki dong min",4,positif
mudah dan efektif untuk pemesanan kereta,5,positif
"sinyal dlm aplikasi nya jelek, suka ngelek ngelek, sangat kecewa",1,negatif
kenapa ya kak aplikasi KAI saya waktu dibuka langsung ngeback lagi??mungkin ada saran kah? karena aplikasi ini penting buat pesen tiket dengan mudah.,5,positif
tolong untuk daerah Sumatra telat nya yg ngotak dikit ya,1,negatif
masa kode qris nya ga mau muncull sihhh,2,negatif
tolol pesen tiket disini oembayaran sukses tapi tiket gak keluar!!😡,1,negatif
Aplikasi sangat mudah digunakan,5,positif
knp untuk metode pembayar qris barcode nya tidak muncul,3,netral
"aplikasi sudah cukup baik, tapi saat saya pesan tiket KA Lokal kode qrisnya sulit dibuka. Tolong segera di perbaiki 🙏🗿",4,positif
"sebetulnya sangat membantu, tapi kenapa akhir² ini sering eror ya? tolong d perbaiki sistemnya",4,positif
sangat membantu,5,positif
qris tidak bisa,1,negatif
mantep daftar puskesmas dan customer server disabilitas,5,positif
kenapa ya akhir akhir ini susah di buka sering keluar sendiri gitu min?,5,positif
ok,5,positif
aplikasi sering tidak bisa dibuka,4,positif
kenapa sekarang setelah diperbarui malah tidak bisa dibuka ya ?,4,positif
mantap,5,positif
"Tambahin fitur biar gk kehilangan tumbler min, sama kalo bisa adain fitur permudah transit, jdi kita hanya perlu memesan tiket dari stasiun ke stasiun tujuan, dan udah include tiket"" Transit sekaligus, atau gk saran transit gitu, biar pengguna baru tidak bingung harus transit kemana dlu jika ingin ke tujuan tertentu",5,positif
sering crash.. jd hrs reinstal berulang². capek,2,negatif
kasihla metode pembayaran pake brimo,2,negatif
kenapa kok sering nghang si apk nya. dibuka gk bisa alhasil hrus uninstal dulu. bikin greget. tlong dibenahi kembali,3,netral
force closed,1,negatif
Kai access bagus sih cuman lamaaaaaa bngt pengembalian dananya 😭 dana ku udha 2 hari blom di transfer min minta tolong dipercepat y min,1,negatif
harap di perbaiki karena sering nggak mau masuk ke aplikasi... terlalu sering ngebug,3,netral
knpa ko saya udah psen tiket KAI udah berhasil pembayaran TPI ga bisa muncul barkot nya d buka juga ga bisa aplikasi nya 😔,1,negatif
mempermudah pesan tiket KAI,4,positif
pelayanannya oke,5,positif
pilihan pembayaran e-wallet tambahin LG min,3,netral
"sangat membantu,tp di saat hari2 libur nasional/ hari raya sangat susah untuk pembelian tiket walaupun beli 1 bln sebelum keberangkatan",4,positif
"aplikasinya ok, tapi kenapa akhir akhir ini aplikasinya gak bisa di buka, harus uninstal dulu terus di instal lagi baru bisa di buka, tolong untuk diperbaiki ya, saya mau pesen tiket ini, kalo aplikasinya kaya gitu gimana saya pesennya. kalo sudah di perbaiki baru saya kasih bintang 5, thanks",3,netral
top banget,5,positif
kenapa akhir akhir ini selalu aplikasi berhenti padahal penyimpanan masih luang. sengaja saya kasih bintang 5 supaya ada dipapan atas saran saya,5,positif
Bagus aplikasi ini,5,positif
mantab,5,positif
"cuma gara gara update ganti tampilan ulangtahun, android 10 udah gak bisa buka KAI lagi. gimana ini developer KAI, gak semua orang pakai device terbaru",1,negatif
"semakin maju, mantap.",5,positif
"wah..kacau nih,sdh pesan via aplikasi ternyata force close..dan tdk ada solusi di stasiun.mohon segera perbaiki.",1,negatif
luar biasa,5,positif
Kenapa Aplikasi Access keluar sendiri dan di klik tidak bisa masuk,5,positif
sangat membantu,5,positif
memudahkan dalam pembelian tiket,5,positif
"KAI tolong appnya di update lagi, di samsung A56 saya force close terus",1,negatif
"kenapa sekarang² aplikasinya susah di buka, udah dihapus download ulang sampai 5x di hari ini masih tidak bisa terbuka. biasanya cuma 1x download, udah bisa terbuka. segera beri solusi untuk memudahkan pesan tiket kereta api lokal",2,negatif
setelah update tampilan nya semakin kecil,4,positif
semakin jelek,1,negatif
membantu sekali,5,positif
bagus,5,positif
"Lebih diminimalisir BUG DOWN PAYMENT nya dong. 2x saya kena BUG ini. sudahlah nggak bisa di refund. yang terbayar hangus, tiket pas mau dipakai nggak keluar button cetak e-tiket nya karena tahu² ganti nama orang lain.",4,positif
mantap,5,positif
pelayanan oke,4,positif
kenapa kamu sering telatt💔💔💔💔 kai please don't disappoint me huhuu,4,positif
keren. dan sangat simple,5,positif
ga bisa di buka apk nya🤣🤣,1,negatif
Easy Use,5,positif
oke,5,positif
"Beberapa kali apk kai susah dibuka, selalu gagal masuk. Sudah di refresh tetep nggak bisa sampai akhirnya harus un install dan install ulang baru bisa buka. Tolong kedepan ny diperbaiki ya",3,netral
Gak bisa pilih kursi sendiri,3,netral
knp sekarang gak bisa dibuka padahal saya baru sj top up?🤔,4,positif
fasttt,5,positif
kenapa KAI access ngak bisa dibuka,5,positif
APLIKASI ACCESS KAI KENAPA TIDAK BISA DI BUKA ! HARUS INSTAL ULANG TERUS.. GAK BISA MASUK,1,negatif
lebih cepat dan aman,5,positif
ok,5,positif
cepat prosesnya,5,positif
good,5,positif
"Aplikasi keren, terus tingkatkan",5,positif
Ini kenapa aplikasi nya tidak di bisa dibuka padahal sudah saya update,2,negatif
bagus,5,positif
tiba tiba keluar dan gak bisa dibuka,1,negatif
lebih nyaman naik kereta,5,positif
apasi daftar mentog d email terus padahal udah bner juga,1,negatif
"Ini mau buka tiket sy kebetulan belinya di KAI acces, gak bisa dibuka, selelu nutup gini, sy mau cancel gak bisa padal siang ini sy hrs naik KA",2,negatif
sangat membantu untuk perjalanan tugas&liburan.tinggal pesan di rmh tdk usah ke stasiun,5,positif
sangat mudah pemesanan tiketnya. 🙏,5,positif
"suka dengan apk ni,karna membantu",5,positif
bagus,5,positif
ok,5,positif
keluar keluar terus ribet,1,negatif
"Kembalikan fitur pembatalan tiket kereta lewat aplikasi, karena sangat merugikan, saat sakit tidak bisa membatalkan tiket kereta, tidak ada orang lain yang bisa di mintai tolong untuk datang langsung ke stasiun dengan surat kuasa, akhirnya tiket kereta hangus gitu aja, uang di ambil PT KAI, saya udah rugi 250rb tiket PP yang ga bisa di refund karena kondisi sakit",1,negatif
android terbaru tapi aplikasi tidak kompatibel tolong di benahi ini aplikasinya,1,negatif
"Force Closed!!!! Anehh pdhal semalam masih bisa diBuka, paginya tiba² Force Closed, TOLONG DIPERBAIKI !!!",2,negatif
sering nglek,3,netral
bagus tapi sering banget bug atau error,4,positif
"aplikasinya sangat membantu dalam pembelian tiket kereta secara online, sangat mudah digunakan, ada berbagai pilihan kereta mulai dari kereta lokal, antarkota, kereta commuter KRL, kereta bandara, dan pemesanan makanan dikereta lewat apk ini juga bisa",5,positif
mudah cepat aman...,5,positif
sangat membantu,5,positif
bagus,5,positif
aplikasi tidak terjadi crash ada OS android versi android 16,5,positif
ini knp sih aplikasinya gak bisa di buka,1,negatif
memudahkan dalam pemesanan tiket,5,positif
error terus sebentar sebentar aplikasinya terhenti terhenti,1,negatif
bug forceclose terus,1,negatif
sering eror nggak mau dibuka. Pas event rame juga lemot parah. masak kalah sama shoppe yang swasta,1,negatif
👍,5,positif
"kenapa buka access kai tidak bisa,gagal terus? biasane normal tidak masalah",3,netral
"aplikasinya bagus memudahkan utk pemesanan tiket, tp kenapa belakangan aplikasi selalu keluar sendiri?? susah digunakan",4,positif
aplikasinya diperbaiki masa selesai isi kode otp otomatis keluar sendiri,1,negatif
lebih nyaman,5,positif
tambah dukungan android 16,1,negatif
bagus,5,positif
"""_Maksimal transaksi melalui aplikasi Access by KAI, yaitu 6 kali setiap harinya terhitung mulai pilih tanda pesan, walaupun tidak sampai tahap akhir_"". hal sepele gini tapi penting karena pelanggan perlu cek ricek harga / kursi. masa harus tunggu hari berikutnya",3,netral
"PLISS KAI LAGI KENAPA SIH? aku mau beli tiket selalu gabisa dibuka app nya, masa harus uninstall dulu baru bisa kebuka, itupun cuma bisa dibuka sekali doang..kenapaaa pls, lg urgent",2,negatif
baik,5,positif
lebih mudah,5,positif
mantab,5,positif
mantap,5,positif
sudah booking dan bayar di bca. begitu mau buka aplikasinya... malah ga bisa.... aneh... padahal mau lihat cek tiket. KAI... GIMANA NIH CEK AJA GA BISA DI APLIKASI... PARAH DEH.,1,negatif
Okay,5,positif
mantap,5,positif
Ok,5,positif
tolong mode pembayaran nya di perbanyak seperti dana atau gopay.. 70% wni pake dana,5,positif
sipppp pokoknya,5,positif
kurang bagus gak bisa kebuka amplksi,1,negatif
knp skrg malah gak bs dibuka aplikasi nya,1,negatif
"aplikasi nya membantu, cuma kemaren agak kecewa aja waktu naik kereta bisa"" tiket dijual dobel, pdahal saya udh beli seminggu, waktu naik aman aja tpi tiba"" distasiun mojokerto ada orang naik tiketnya bisa samaan jadi terpaksa berdiri karena orangnya gk mau berdiri pdahal saya jelas"" udh duluan beli yg ada tempat duduk dan nmr nya",2,negatif
bagus,5,positif
menyenangkan perjalanan dg KA Ekonomi Yogya - Bandung PP waktu on time,4,positif
knp ga bisa dibuka app nya ?,1,negatif
sering error untuk pesan makanan kalo buat yg lain sdh ok baik.,4,positif
"tiap dibuka selalu force close, busuk",1,negatif
kenapa akhir2 ini sering crash sih. ribet bgt kl hrs uninstal dulu dan instal ulang,1,negatif
bagus,5,positif
layanan ramah ... cepat ... dan profesional,5,positif
WOI APK FORCE CLOSE GABISA DI BUKA,1,negatif
"perbaiki lagi sistemnya, sering gangguan, apalagi yang lokal",1,negatif
good apps..,5,positif
kenapa saya tidak bisa buka kai acsess,3,netral
sangat memusskn,4,positif
ko tidak bisa di buka,5,positif
"kenapa kok gabisa di buka yaa? tolong dong jelasin ,apa hpku yang eror ,setiap mau buka selalu keluar sendiri dari aplikasi nya, tolong kai 😭😭😭😭😭😭😭😭😭",3,netral
sangat terbantu dengan KAI ACCESS👍,5,positif
pelayanan baik terus di tingkatkan,5,positif
sangat terbantu dalam proses pemesanan dan transaksi,5,positif
Ini kenapa KAI access tidak bisa dibuka???,3,netral
lumayan bagus aplikasi KAI,5,positif
mantap semoga 2026 bisa langsung dari tanah abang ke meraak uhuy,5,positif
ok,5,positif
ok,5,positif
ok,5,positif
aplikasi kai acces saya tidak bisa dibuka...tolong pak developer aktifkan?...😌,5,positif
kok aplikasinya tdk bs dibuka ya????,3,netral
mantab,5,positif
sering eror saldo kepotong tiket tidak masuk pembelian lokal maupun antar kota .untuk lokal males usut ribet suruh ini itu data dll pdhl cuma 12rb . kalau antar kota oke aku usut sampai tuntas untung balik . semoga di perbaiki lagi. rugi bukan karena uang nya tapi ketinggalan keretanya sudah full tidak bisa beli lagi.,3,netral
aplikasi yg baru sering hilang sendiri,3,netral
"awallnnya bisa dwonload ko sekarang gabisa, payahhh",1,negatif
kereta bangunkarta belum ada fasilitas mushola nya ya,4,positif
ini aplikasinya susah dan ga bisa dibuka di hp samsung apa gimana ya?,1,negatif
"per 30 November 2025 aplikasi sudah tidak bisa dibuka, force close. sy coba uninstall dan coba install ulang. sudah tidak bisa di install muncul keterangan ""perangkat anda tidak compatible dengan versi ini"" padahal kemarin tgl 29 November 2025 masih bisa digunakan aplikasinya. dan dari info aplikasi syarat minimal android versi 8, sedangkan hp saya versi android 12. sy coba install aplikasi KAI di hp temen saya yang versi android 9, bisa terinstall dan compatible. tolong beri solusi !!!",1,negatif
aplikasinya bagus namun susah di akses,5,positif
makin update makin lelet,1,negatif
saya belum bisa menghubungkan ewalet saya min mohon bantuannya,5,positif
mantapp,5,positif
"over all pelayanan KAI the best bahkan kemarin aku komplain belum menerima uang kembalian pas jajan dikereta api aja gercep gak ada 15menit uang udah ditf.. hanya coba perbaiki pengembalian dana dari proses pembatalan tiket sangat tidak relevan,karena harus dipotong pajak tapi nunggu sampai satu Minggu kayaknya gak realistis sama pemotongan pajak 25% deh..tolong diperbaiki karena saya dah 3 hari proses belum juga dapat pengembalian dana makasihh semoga KAI makin maju dan berkembang",4,positif
sangat membantu.. terima kasih 🙏,5,positif
"aku langgang kai access, tapi sekarang perangkat ku ga kompatibel, sedihhh bgttt",1,negatif
iyah,5,positif
Membantu,4,positif
ribet abis,2,negatif
Buat milih kursi selalu sibuk,5,positif
sangat membantu rencana perjalanan,5,positif
kenpa gk bisa dibukak yaaaa,3,netral
mantap,5,positif
akses lebih mudah,5,positif
bagus,5,positif
aplikasi sy ko ga bsa dibuka min??,4,positif
"masa mau update ke basic member susah amat otp nya, jelek bgt sistem kalian, booooo!!!! ribet",1,negatif
aplikasi keluar terus di samsung a56,1,negatif
naik kereta nyaman akses beli tiket juga mudah,5,positif
sumpah bgus bngettttt,5,positif
Alhamdulillah. sangat membantu kita untuk pesen tiket,5,positif
bagus dan sangat membantu,2,negatif
"Aturan pembatalan yang mewajibkan rekening harus atas nama penumpang itu menyulitkan. Banyak tiket dibeli orang tua atau kerabat, apalagi kalau penumpangnya masih anak dan belum punya rekening. Mohon dipertimbangkan agar pengembalian bisa ke rekening pembeli tiket, bukan hanya atas nama penumpang. Terima kasih.",2,negatif
mantab luar biasa,5,positif
tidak bisa dibuka,1,negatif
"aplikasi mempermudah mendapatkan tiket tanpa rebutan desak desakan. tetapi sistem pembayaran dengaN qris sangat lemot, kebanyakan loading",5,positif
apk nya sama sekali ga bisa di buka,1,negatif
bagus,4,positif
kenapa akhir2 ini sering ngebug?,1,negatif
gak bisa upgrade basic payah,1,negatif
baik,5,positif
"knp setelah diupdate , gimn cra pesen.",4,positif
APLIKASINYA TIAP HARI ERROR TERUS...GIMANA NIH ....MUSTI DELETE DULU INSTAL LAGI...BEGITU TERUS,1,negatif
selalu oke dalam setiap pembeliannya,5,positif
"biasanya bagus, sekarang tiap setelah di refresh jadi crash ya, nggak bisa dibuka harus download ulang.",4,positif
"aplikasi nya gbisa dibuka sedih bgt,ud di restart brpa kali ni hp ttep gbissa dbuka app nya pdhl ud d klik malah balik lgi ke home",2,negatif
RUTE PURWAKARTA KE CIKARANG MOHON DISEDIAKAN JAM 4.30 PAGI,3,netral
mantap sangat bermanfaat,5,positif
mantap,5,positif
sangat membantu,5,positif
bagus,5,positif
baik,5,positif
apk ini sering eror,1,negatif
ada tulisan di atas donlot perangkat anda tidak kompatibel,2,negatif
"sangat membantu untuk pemesan tiket KAI, semua tujuan ada, dan mudah di akses",5,positif
ok baik,5,positif
updatenya yg terbaru kacau ga bisa liat jadwal krl!!,1,negatif
"APLIKASI GAJELAS, ISI SALDO KEPOTONG, ISI KARTU BAYAR ADMIN",1,negatif
"kemudahan untuk memesan tiket namun ketika pesan tidak ada keterangan nomor kursi, tolong dong nomor kursinya, biar gak salah duduk.",5,positif
suka eror kenapa ya,4,positif
aplikasi gagal dibuka,2,negatif
mantap,5,positif
aplnya sangat bagus untuk pembelian tiket kereta api,5,positif
terkadang aplikasinya error,3,netral
sangat mudah cek jadwal keberangkatan kereta,5,positif
cara mudah cari segala info kereta api termasuk pemesanan tiket,5,positif
sangat membantu,5,positif
"per nov 2025 ,setiap click Access selalu nutup . gak bisa di buka",3,netral
ok,5,positif
sangat membantu,5,positif
pusat bantuan yang sangatt ramah,5,positif
helpfull,5,positif
mantaab KAI,5,positif
Dengan apl yg baru malah nggak bisa login.,4,positif
"Dear KAI acces. aplikasi ini sgt membantu mengakses tiket antar kota. mohon bantuannya untuk tiket KAI Baturaja dialokasikan kembali, kami warga Baturaja harus melakukan pemesanan tiket 1 bulan sebelum keberangkatan agar dapat merasakan kenyamanan fasilitas KAI. terima kasih.",1,negatif
kenapa aplikasinya sering force closed ya? pdahal sudah update yg terbaru?,2,negatif
pesan tiket kereta lebih mudah dan cepat,5,positif
di update aplikasi jadi engga bisa ke buka,1,negatif
"Saya sdh 2x mau akses aplikasi di HP sy gak bs. lalu sy coba uninstal, lalu instal kembali baru bs masuk. apakah iji berarti klo mau pesan kita hrs instal kembali aplikasi?",3,netral
eror trus aplikasinya gak bs di buka,1,negatif
"kai aplikasinya ,pelayanannya the best pollll",5,positif
Excellent experience,5,positif
layanan Ramah tepat waktu,5,positif
mantap,5,positif
"Cukup kecewa sama aplikasi KAI yang sekarang. Hari selasa sore mau pesan tiket, tapi aplikasi tiba² force close. Terus tak coba uninstall. Sekarang aku download lagi aplikasi KAI, tapi pas mau dibuka, tetep aja aplikasinya langsung force close terus. Udah aku coba berkali-kali uninstall dan install lagi, tapi tetep sama aja. Tolong diperbaiki, ya? Terima kasih! 😊",2,negatif
"Dear KAI Access, Aplikasi sudah bagus, hanya ulasan baru sebagian pengguna, Aplikasi terus berhenti atau force close, sama seperti kasus saya baru terjadi dibulan ini. Sepertinya harus diperbaiki lagi aplikasi KAI Accessnyai agar lebih user friendly dan praktis.",5,positif
terbaik,5,positif
kenapa tiba² tdk kompatibel dg asunh A02s? selama ini baik² saja,5,positif
ini kenapa sih mau di pakek gx bisa masuk app keluar trus udah di unistal trus dowld lagi bisa kebuka 1 2 x doang habis itu gx bisa kebuka lagi,2,negatif
simple dan cepet.. helpful,5,positif
kai josgandos gesss,5,positif
oke bgt,5,positif
Weh gila apk gak bisa di buka kali kalo buat banyak bug baru juga install,1,negatif
ok,5,positif
cepat dan aman,5,positif
nyaman mudah hanya sulit untuk update,5,positif
"makin kesini, makin lambat dan makin telat dari jadwal, ka menoreh",1,negatif
"kak kenapa yaa, aplikasi ku kalo dibuka tidak bisa, keluar keluar terus, harus di uninstall baru bisa, terus nnti gabisa lagi😞🙏🏻",4,positif
Aplikasi tidak kompatibel dengan hp android lama,1,negatif
memuaskan,5,positif
sungguh berguna banget . lebih mudah pakai kai access,5,positif
Setelah pembaruan kok malah sering error...,4,positif
SEKARANG SERING SUSAH KALAU DIBUKA,3,netral
pliss deh lagi proses pembelian tiket jangan pake nge lag segala,4,positif
kenapa pembayaran Qris jadi tidak ada? mohon diadakan lagi,2,negatif
kenapaa kalau di klik ga bisa teruss,4,positif
mantap,5,positif
sempurna,5,positif
Memuaskan pelayanannya sangat bagus langsung d ACC....memudahkan untuk berpergian .....,5,positif
sering crash👎,2,negatif
"sumpah ngeselin bgt aplikasinya sangat menyusahkan, saya sampe berkali kali hapus data, awal berhasil eh besoknya kumat lagi gabisa dibuka aplikasinya, tolong lebih diperhatikan ya agar memudahkan dan nyaman digunakan oleh siapapun!!!",1,negatif
"setelah update malah ndak bisa dibuka, langsung force close",1,negatif
Sering keluar sendiri akun. Habis itu login gagal terus,1,negatif
nggk bisa dibuka aplikasinya,2,negatif
nice,5,positif
"tolong KAI, untuk waktu booking yg d keranjang di tambah jd 10 ato 15 mnt, jgn 5 mnit, bru pilih kerera dll waktu ud habis,",4,positif
aneh tidak kompatibel dengan smartphone flagship,1,negatif
Gut danke,4,positif
aplikasi jelek sinyal bagus tapi hp penyimpanan masih banyak tapi suka keluar sendiri,1,negatif
ok,5,positif
knapa error aplikasi ga bisa dibuka..,4,positif
"CUMA KARNA TUMBLER GAK SAMPAI 400 RIBU AN, SAMPAI PECAT KARYAWANNYA Sendiri, GAK EXPECT",1,negatif
sangat membantu,5,positif
mantap,5,positif
"trial hari ini , klo oke tak tambah bintang nya",3,netral
mantap,5,positif
trmksh KAI maju dan smakin jaya,5,positif
Saya masih ada boking kereta untuk besok hari tapi aplikasi sudah tidak bisa buka,1,negatif
"sebaiknya Fitur ewallet (ex: Gopay, Ovo, Dana dst) ditambahkan dan juga perlu ditambahkan fitur transfer Bank.",3,netral
petugas kai payah mengecewakan penumpang,1,negatif
Saya udah langganan pake commuter ini sejak 2020 untuk mempermudah perjalanan dan mempersingkat waktu..,5,positif
tdk bisa buka KaI acess,5,positif
sumpah rifan di sini susah banget uang sampek Semarang gak Ada di balek kan kasih Bintang satu aja semua,1,negatif
aplikasi tidak bisa diinstal diperangkat saya,1,negatif
sdh ulang instal lagi kok blm bisa buka ya kak admin,5,positif
bbrp stasiun ga muncul!! dannn ga bs masukk apknya,2,negatif
"Isi saldo kepotong 3000 rupiah, mohon dikonfirmasi itu uang potongan buat apa krn klu kami tdk ikhlas akan mjd riba. Terima kasih",3,netral
gabisa di buka,2,negatif
"Dungu dalam mengambil keputusan, membela penumpang yang problematik. 🤨",1,negatif
aplikasi ok..tapi begitu nyampe stasiun. mulai rasa tdk ok..lift naik malah nggak pernah dinyalakan. tapi lift turun selalu on. tmks kai...anda sukses membuat kaki penumpang gempor. lebih sip lagi bongkar saja itu lift..buang2 anggaran tapi tdk digunakan!,3,netral
pengalaman pribadi aja nunggu pergantian kereta LAMAAA NYA GA NGOTAK 40 menit nunggu ga beres beres,1,negatif
aman dan bagus pelayanan KAI,5,positif
cara pembatalan tiket nya gimana sih.. dicari gak ada. gak mudah digunakan aplikasinya. kalau memang gak bisa dibatalkan/diubah gak usah bikin promo bisa dibatalkan/diubah!!,3,netral
HARUSNYA DIPERMUDAH UNTUK TAMBAHKAN MENU MENGGANTI NOMER HP LAMA YANG SUDAH TIDAK AKTIF DENGAN NOMOR HP YANG BARU TANPA ANTRI MENGHUBUNGI CS DULU.,3,netral
ko baru download udh ga bisa di buka ya aplikasinya.,5,positif
mantap,5,positif
sangat mudah pemesannya ticket KA,5,positif
baik,5,positif
cepat sekali ✌️✌️,5,positif
aplikasi bagus,5,positif
